"M_T","lia_080314_049_pos","lia_080314_050_pos","lia_080314_051_pos","lia_080314_052_pos","lia_080314_053_pos","lia_080314_054_pos","lia_080314_055_pos","lia_080314_056_pos","lia_080314_057_pos","lia_080314_058_pos","lia_080314_059_pos"
"177.0649_5.4809",0,0,0,0,0,0,0,0,0,0,0
"177.1322_5.4506",0.005246543,0,0,0,0,0,0,0.014205802,0,0,0
"266.9619_3.0705",0,0,0,0,0,0,0,0,0,0,0
"267.0369_2.9402",0.000346933,0,0.000533597,0,0,0,0,0,0,0,0
"389.1982_3.1367",0.002173241,0.009314434,0.011629415,0,0.012788284,0.000498966,0.011207668,0.004941058,0.006926138,0,0
"390.1315_2.4768",0.003007844,0.005909772,0,0.003172499,0,0,0,0,0,0.002717251,0
"796.386_4.6307",0,0,0,0.002827431,0,0.001865955,0,0,0,0,0
"798.7009_0.2569",0.002462897,0.004399618,0.006238593,0.003780549,0.003652556,0.002919984,0.001790243,0.004254858,0.003320136,0.002231137,0.004854515
"178.0889_4.047",0,0.006694834,0,0,0.009825462,0,0,0.008436715,0,0,0
"178.1242_5.228",0.001279725,0,0.002695411,0.00441292,0.009875349,0,0,0.005773258,0.008692385,0.002425227,0.004706116
"267.107_2.1845",0,0,0,0.008093141,0,0,0,0,0,0,0
"267.1164_5.0662",0.008694599,0,0.008088727,0.008147866,0,0,0.004003804,0,0.007718397,0.009015362,0.002508561
"392.0546_2.5222",0,0,0,0,0,0,0,0,0,0,0
"392.0696_3.1954",0.000762598,0,0.000748033,0,0.001255837,0.001290225,0,0,0.003026102,0.000653494,0.003258445
"802.4327_4.6735",0,0.000981328,0,0,0.001041109,0.000620017,0.003707295,0,0.00017152,0.005819119,0
"802.7942_0.2517",0.002742734,0.000496116,0.002475988,0.001191777,0.000683228,0.001706522,0.000387886,0,0.001901013,0.001591889,0.001700264
"811.1299_3.4418",0,0,0,0.000880152,0,0,0,0.0003066,0.00017152,0,0
"817.4194_3.5197",0,0,0,0,0,0,0,0,0.000287908,0.000623223,0
"827.3222_4.8517",0,0,0,0,0,0,0,0,0.00017152,0,0.000569912
"79.0548_3.666",0,0,0,0,0.01483146,0,0.014113084,0,0,0.010199485,0
"179.0596_1.7489",0,0,0.003518247,0,0,0,0.006081232,0,0.012543416,0.004946608,0
"179.0723_1.9577",0,0,0,0,0,0,0,0,0.00135174,0,0
"179.1127_3.9482",0.006302071,0,0.011083351,0,0.012413051,0,0,0,0,0.006682728,0
"267.1407_4.9228",0,0,0,0,0.013111462,0.019183615,0.010019767,0,0,0.017065618,0
"267.1612_4.6026",0,0,0,0,0,0,0,0,0,0,0
"268.0405_3.0945",0,0,0.000481234,0,0,0,0,0,0,0,0
"392.1903_3.4663",0,0,0,0,0,0,0,0,0.000708541,0,0
"392.1972_4.7561",0,0,0,0.011479978,0.013443315,0,0.015080934,0.003821029,0.001206765,0,0
"393.1585_5.2279",0,0,0,0,0,0,0,0,0,0,0
"831.276_3.1108",0,0,0,0,0,0,0.000745935,0,0,0,0
"834.3905_3.5207",0.008403306,0.01493526,0,0.000933356,0.000689734,0,0.001775324,0.005587629,0.001856091,0.006891062,0
"838.2351_4.4091",0,0,0,0,0,0,0,0.011406773,0.00800018,0,0
"842.745_4.7892",0,0,0.007051455,"5.78E-05",0.000312333,0,0,0,0,0,0
"79.0553_3.8443",0.010381806,0.014357367,0,0.005784072,0,0,0,0,0.013031431,0.008167779,0
"80.5307_0.2398",0,0.003813548,0,0,0,0,0,0,0.000285867,0,0
"179.1533_3.1356",0,0,0,0,0,0,0,0,0,0,0
"268.1556_4.5413",0,0,0,0,0,0,0.006530658,0,0,0,0
"268.1572_4.8614",0,0,0,0.008731593,0.026379089,0,0,0.009842487,0,0,0
"394.2195_4.6679",0,0.016385444,0.008255787,0,0.001281865,0,0,0.005218458,0.00649938,0.006657799,0.00464139
"268.1771_2.5896",0,0,0,0,0,0,0,0,0,0,0
"396.102_2.9465",0.009503018,0,0,0,0,0,0,0,0,0,0
"269.0869_1.8082",0,0,0,0,0,0,0,0,0,0,0
"396.1713_4.8321",0.011005304,0.001327518,0.005951847,0.00905842,0.012738398,0,0.006167015,0.008125944,0.008226831,0.003214049,0.006246931
"396.1717_4.0024",0,0,0.001862601,0,0,0,0,0,0,0,0
"396.2167_2.8348",0,0.001117623,0,0,0,0,0,0,0,0.01239679,0.011780289
"396.2775_5.4402",0.002071779,0.002207987,0,0,0,0,0,0,0.00144771,0.002843676,0.002543292
"396.8454_2.746",0,0,0.002493442,0,0,0,0,0,0,0,0
"181.1586_5.7036",0.004359573,0.009022761,0.014773645,0.006500051,0,0,0.006290094,0,0.005696912,0.00632482,0
"269.998_3.3081",0,0,0,0,0,0.004960134,0,0,0,0,0
"397.1933_4.9468",0.006585181,0,0,0,0,0,0,0,0,0.002792038,0
"397.2168_5.5865",0,0,0,0,0,0,0,0.0009198,0,0,0
"182.0234_2.9587",0,0,0,0,0,0,0,0,0,0,0
"182.1297_3.0606",0.005264545,0.008774704,0.010260515,0.008918568,0.017113223,0.004490693,0.008593167,0,0.003824486,0.002530284,0
"270.0816_3.2576",0,0,0,0,0,0,0,0,0,0,0
"398.1336_1.7711",0,0.002019899,0,0,0,0,0,0,0,0,0
"398.1805_3.8326",0.00613515,0.010475671,0,0,0,0.003315614,0.004740415,0.003132743,0,0.004497887,0
"182.9738_4.7191",0,0,0,0,0,0,0,0,0,0,0
"271.0344_2.7592",0,0,0,0,0,0,0,0,0,0,0
"271.0607_5.0048",0.002223971,0.004454137,0,0,0,0.020540271,0,0,0,0,0.00141294
"399.1665_3.894",0,0,0,0,0,0,0.009547964,0,0,0.004257501,0
"399.2377_5.4705",0.000695502,0,0,0,0,0,0.002345964,0.003222429,0.006129796,0.010726553,0
"88.0758_1.6597",0,0,0.041081954,0,0,0,0.031135313,0,0,0.010603689,0
"183.104_3.3104",0,0,0.004754994,0,0,0.013043972,0,0,0,0.021307094,0.004961866
"184.0394_3.0969",0,0,0.014474432,0,0,0,0.006213636,0,0,0,0
"271.1617_3.1769",0,0.002815865,0,0.011939055,0,0,0,0,0,0,0
"271.1712_5.4287",0.002631454,0.004786698,0.007161166,0.003216583,0.006083978,0.002164154,0.004246233,0.003312115,0.004808684,0.004903872,0.004085686
"400.1136_3.2857",0,0,0,0,0,0,0,0,0,0,0
"400.2241_2.0111",0,0,0,0,0,0,0,0,0,0,0
"400.7828_0.2736",0,0,0,0,0.000383909,0,0,0,0.001172053,0,0.000951958
"400.9959_2.3523",0,0,0,0,0,0,0,0,0,0,0
"184.0803_1.6638",0,0,0,0,0,0,0,0,0,0,0
"272.0562_4.7026",0.002867107,0,0,0,0,0,0.003804267,0,0,0,0
"401.1053_2.0844",0,0.003933488,0,0,0,0,0,0,0,0,0
"401.1496_4.3879",0,0.052610059,0,0,0,0,0,0,0,0,0
"401.2254_4.9801",0,0.003262914,0,0,0,0,0,0.001656057,0.002517668,0.00937505,0.000787773
"401.7327_3.303",0.003983184,0.006204171,0,0,0.002858711,0.001164746,0.005051842,0,0.002045988,0.029223803,0.000397833
"402.1068_5.8764",0,0,0,0,0,0,0,0,0,0,0
"89.5051_5.0552",0,0,0,0,0,0,0,0.005201772,0,0,0
"90.9492_1.4373",0,0.003355595,0,0.002877595,0,0,0,0,0.006562679,0,0
"272.9901_1.7851",0,0,0,0,0,0,0,0,0,0,0
"402.1661_3.2116",0.001217538,0.006498569,0,0,0,0,0,0.0037668,0.002687146,0.003929864,0
"403.1082_2.0911",0,0,0,0,0,0,0,0,0,0,0
"91.0538_5.5221",0.007210315,0.008905547,0.005924419,0,0.019919878,0,0.009001566,0,0.005247693,0.005698036,0
"91.0546_4.6357",0,0.00230612,0,0,0.012154943,0,0,0,0,0,0
"185.1244_2.9584",0,0,0,0,0,0,0,0,0,0,0
"273.125_2.8814",0.004513402,0,0,0.000387632,0.002305622,0.001554471,0.003069521,0.005608486,0.004861773,0.002476865,0.005028172
"273.1588_0.2389",0,0.010475671,0.010260515,0,0.009116207,0,0.002942712,0,0.008839402,0,0
"273.1912_2.8898",0,0,0,0,0,0,0,0,0,0,0
"403.1528_4.3717",0,0,0,0,0,0,0,0,0,0,0
"403.9893_0.3117",0,0,0,0.001395474,0.006103499,0.001439325,0.003194465,0.002605057,0.002531961,0,0.002087047
"404.0665_2.891",0,0,0.000994883,0,0,0,0,0,0,0.000397082,0
"404.2511_0.3258",0,0.000643315,0,0,0,0.003662528,0.000697449,0.000375429,0.000575817,0,0.006032228
"404.8983_0.2958",0,0,0,0,0,0,0,0.012293201,0,0,0
"94.4059_5.1364",0,0,0,0.000893833,0,0,0,0,0,0,0
"274.0408_3.2918",0,0,0,0,0,0,0,0,0,0,0
"186.9593_4.1621",0,0,0,0.00539188,0,0,0,0,0,0,0
"274.2394_5.0427",0.001212629,0,0.003298824,0.00110665,0.002620123,0.00223206,0.001685812,0.001993943,0.00225222,0.001668456,0
"275.0636_5.1895",0,0.008493935,0.016526535,0,0,0,0,0,0.006601475,0.005115768,0.004125153
"275.0931_5.504",0,0,0,0.004339954,0.012558373,0,0.004231314,0.004048372,0,0,0
"407.0783_3.2017",0,0,0,0,0,0,0,0,0,0,0
"407.1826_2.3974",0,0,0,0,0,0.002623262,0,0,0,0.00022436,0.02042685
"407.1849_3.2536",0.004717961,0.007812457,0.008911563,0.003370115,0.004815127,0.004794797,0,0.003848143,0.004720882,0,0
"407.1881_2.0781",0,0.000561537,0,0,0,0,0,0,0,0,0
"187.1776_2.374",0,0.006623961,0,0,0.028693387,0,0.015875354,0.004480115,0,0,0
"275.1636_1.9792",0,0.005239199,0.008215892,0.00502097,0.008597822,0.004148208,0.004988438,0.003637486,0.002636098,0,0
"276.0042_2.8007",0,0,0,0,0,0,0,0,0.007591799,0,0.003975176
"408.0436_2.6012",0,0.005165599,0,0,0,0,0,0,0,0,0
"408.1876_4.6082",0,0.010448412,0,0,0,0,0,0,0,0,0
"408.859_0.3053",0.001358275,0,0.002847511,0.001416756,0,0.000386772,0.002511935,0.005059943,0.002482955,0.001392458,0
"409.1796_4.2472",0,0,0,0,0.02180038,0.010154989,0,0,0,0,0
"188.1096_2.817",0,0,0.001321524,0.006062255,0.012582231,0,0.003740862,0.001439143,0.001496716,0,0
"276.1682_4.7076",0.001557926,0,0.002767721,0.004004007,0.007710711,0.001777381,0.004550201,0.006711829,0.006795456,0.001654211,0.004428264
"409.2095_2.1512",0,0,0,0,0.008582639,0,0.00393667,0,0,0,0
"410.0642_5.0335",0.018719654,0.024843942,0.007283345,0,0,0,0,0,0.007800073,0,0
"410.1086_2.435",0,0,0,0,0,0,0,0,0,0,0
"189.132_4.4253",0,0.016044705,0,0,0,0,0,0,0,0,0
"277.083_1.7992",0.000679138,0,0,0.006075936,0.006157724,0.002996748,0.011382963,0.000625714,0,0,0.000254171
"277.9663_2.7869",0,0,0,0,0,0,0,0,0,0,0
"411.0775_3.1907",0,0,0,0,0,0,0,0.001076229,0.000696289,0,0
"278.1403_4.6201",0,0,0.006647517,0,0,0,0.012382515,0,0,0,0
"412.2683_5.3036",0.004613227,0.007013766,0,0.003240905,0,0.001569233,0.003843428,0,0.003750978,0.004620751,0
"98.0596_1.6656",0,0,0,0,0.02974534,0,0,0,0,0,0
"190.136_2.3316",0,0.006046068,0.002842524,0.007700949,0,0,0,0,0,0,0.002663274
"191.1078_3.0591",0,0,0,0.000595889,0,0,0,0,0,0,0.001804459
"279.0889_5.6672",0,0.011735042,0,0.010426532,0,0.003827866,0,0.006079858,0,0,0
"279.0986_2.9414",0,0,0.009275605,0,0,0,0,0,0,0,0.025437656
"279.1181_4.0518",0,0,0,0,0,0,0,0,0,0,0
"413.1497_2.1241",0,0,0,0,0,0,0,0,0,0,0
"413.2762_3.4478",0,0,0,0,0,0,0,0,0,0,0
"414.0522_3.2966",0,0,0,0,0,0,0,0,0,0,0
"414.1518_5.0549",0.004348118,0.003633638,0,0.00367718,0.006333411,0.003996156,0.00422945,0.006889115,0.006793414,0.005215484,0.005527042
"98.5102_5.4895",0.001440099,0,0,0,0,0,0,0,0.004710672,0,0
"191.1091_5.9447",0,0.005874336,0.007684789,0,0.014141725,0.010924106,0,0.013915887,0.013468398,0,0.006314816
"191.1157_3.8477",0,0.026449503,0,0.007912246,0,0,0.018583097,0,0.014432177,0.011746858,0
"191.1308_5.2002",0,0,0.008210905,0,0.01311363,0.003844104,0,0,0,0.007567704,0
"279.1666_3.2589",0,0.007294535,0,0,0.016022228,0,0,0.014633373,0,0,0
"414.2139_3.6668",0,0,0,0.000772223,0,0,0,0,0,0.025965238,0
"415.1674_3.9647",0,0.002197083,0.001022311,0,0,0,0.002271371,0.012603973,0.008402435,0.005267122,0.002821144
"192.0637_3.4617",0.007089216,0.00229249,0.011479808,0,0.001921713,0.003669909,0.006029017,0,0.005880683,0,0.003856774
"192.0684_3.0739",0,0,0,0.000345068,0,0,0,0,0,0,0
"192.1034_3.1015",0.004516675,0,0.040112005,0,0,0,0,0,0,0,0
"192.1315_3.5749",0,0,0,0,0.023476999,0.024772624,0,0,0,0,0
"280.0686_3.8793",0,0,0,0,0,0,0.008712517,0,0,0,0
"415.9426_0.349",0.002811466,0,0.000867718,0,0.004162265,0,0.001570192,0.012983573,0.013151903,0.00618415,0.008190316
"416.0862_3.9871",0,0,0,0,0,0,0,0,0,0.003598666,0
"416.2794_4.0232",0,0,0,0,0,0,0,0,0.01187163,0.019031441,0
"193.1151_3.4264",0,0,0,0,0,0,0,0,0.023557446,0,0
"193.1228_3.6621",0,0,0,0.015777369,0,0,0,0.013780316,0,0,0.002169139
"281.1454_1.742",0,0.007558948,0,0.012081947,0.002583251,0,0,0.013244287,0.012316765,0.007478672,0
"417.1119_3.0051",0,0,0,0,0,0,0,0,0,0,0
"417.1151_3.409",0,0,0,0,0.013107124,0,0,0,0.011404034,0.005115768,0
"417.1387_3.5684",0,0,0,0,0,0,0,0,0,0,0
"101.0608_3.3292",0,0.018391713,0,0,0,0,0,0,0,0,0
"193.9305_1.3329",0,0,0,0,0,0,0,0,0,0,0
"281.1812_5.6275",0,0.004745809,0.022493343,0.001895595,0,0,0,0,0.00655247,0.0109705,0
"282.022_4.7976",0,0,0,0,0,0,0,0,0,0,0
"282.0885_3.9503",0,0.002036255,0,0,0,0,0.011013725,0,0,0,0
"282.1336_4.9666",0,0,0,0,0,0,0,0,0,0,0
"417.1644_4.8512",0,0.001556494,0,0,0,0,0,0.002813629,0,0.002003216,0
"417.1654_4.1148",0,0,0,0,0,0,0,0,0,0,0.004516672
"417.22_4.7112",0,0.008927355,0.004428353,0,0,0,0,0,0,0,0
"418.0865_1.9612",0,0,0,0,0,0,0,0,0,0,0
"101.9737_0.2339",0,0,0.006061558,0,0,0,0,0,0,0,0.009724816
"194.1402_3.8757",0,0,0.007480327,0,0,0.003827866,0,0,0,0,0
"282.9089_0.2459",0,0,0,0,0,0,0,0.001777029,0.001210849,0,0.003370533
"283.0595_3.7549",0,0,0,0,0,0,0,0,0,0,0
"195.1122_2.0704",0,0,0,0.000963759,0,0,0,0,0,0.005521753,0
"283.1252_2.2252",0,0,0,0,0,0,0,0,0,0,0
"283.158_4.8224",0,0,0,0,0,0,0,0,0,0,0.003512616
"283.1599_2.5442",0,0,0.019827853,0,0.020017482,0.004351927,0,0,0.015367369,0,0
"422.1273_4.1105",0,0,0,0,0,0,0,0,0,0,0
"422.7448_3.2194",0,0,0,0,0,0,0,0,0,0.007635368,0
"422.8118_0.2737",0,0,0,0,0,0.002037198,0,0,0,0,0.00140031
"195.1414_5.0834",0,0,0,0,0,0,0,0,0,0,0
"195.1763_5.3044",0.002518537,0,0,0,0,0,0,0,0,0.010587663,0
"195.1788_5.8657",0.00854568,0.009946845,0,0.005489168,0,0.008117791,0.008990377,0,0,0,0
"284.0934_5.6409",0,0,0,0,0,0,0,0,0,0,0
"284.2243_5.4391",0.002268156,0.003587297,0.005158932,0,0.002995356,0.002813695,0.00234037,0,0.002399237,0.001908842,0.002514875
"423.2094_4.1225",0.004195926,0.01153605,0.003710242,0,0,0,0,0.004765858,0.005762253,0.005813777,0.002483301
"424.1961_2.3879",0.001785396,0.011399755,0.005495547,0,0.007862539,0,0.002562286,0,0.0062421,0,0.002153352
"424.219_3.8548",0,0,0,0,0,0,0,0,0,0,0
"424.8951_0.2592",0.000867332,0.004129753,0.002259059,0,0,0,0,0.001063714,0,0,0
"196.0993_2.8855",0,0.018312662,0,0,0,0.015634757,0,0,0,0.01228461,0
"425.1302_5.0005",0,0,0,0,0,0,0.000820528,0,0,0,0
"425.1506_4.4555",0,0,0,0,0,0,0,0,0,0,0
"425.1733_3.9447",0.013605665,0.029112716,0.024941903,0,0.017501469,0,0,0,0,0,0
"425.2395_4.9739",0,0,0,0,0,0,0,0,0.000528853,0.001565179,0
"197.0307_4.1752",0,0,0,0,0,0,0,0,0,0,0
"197.0818_5.871",0,0,0,0,0,0,0,0,0,0,0
"197.0853_2.8685",0,0,0,0,0,0,0,0,0,0,0
"197.0905_2.6459",0,0.014918904,0,0,0,0,0,0,0.018187239,0,0
"197.0926_5.0022",0,0.006566717,0.010347785,0.016321573,0,0,0,0,0,0,0
"285.8965_0.2774",0.003659161,0.006179637,0.006702373,0.00379575,0,0.005079709,0.00707892,0,0.005674451,0.002776012,0.005776478
"286.1112_3.9291",0,0,0,0,0.013681902,0,0.006745114,0.002256743,0.001796875,0,0
"426.1811_4.6963",0.004400485,0.006673027,0.003795019,0,0.004452908,0,0.002952036,0.003247458,0.003279298,0,0
"426.2019_2.3572",0,0,0,0,0,0,0,0,0,0,0
"427.0187_4.7821",0,0.002499659,0,0,0,0,0,0.000796743,0.000502308,0.00064281,0.001251912
"427.1207_3.6465",0,0,0,0.000348108,0,0,0,0,0,0.000302708,0
"109.1018_5.9162",0.011317871,0.010960883,0,0.007939609,0,0,0.011203939,0.009533801,0.005529476,0.006554522,0.007866682
"286.168_4.532",0,0,0,0,0,0,0.003082575,0,0,0,0
"286.2038_4.8316",0,0,0,0,0,0,0,0,0,0,0
"427.1876_3.4167",0,0,0,0,0,0,0,0,0,0.002638903,0
"109.102_4.0344",0,0.012203898,0,0.003002245,0,0,0,0,0,0,0
"109.1036_5.1785",0,0,0,0,0,0,0,0,0,0,0
"111.0436_2.051",0,0,0,0,0,0,0,0,0,0,0
"199.0235_0.741",0,0,0.021877462,0.019725131,0.046492006,0,0,0,0,0,0
"199.0584_1.9317",0.007691439,0.012124847,0,0,0,0,0,0,0,0,0
"199.1084_1.431",0.007873088,0.009619736,0,0,0,0,0.017947188,0,0,0.005023175,0
"288.0482_3.0011",0,0,0,0,0,0,0,0,0,0,0
"430.0797_3.7637",0,0,0,0,0,0,0,0,0,0,0
"430.1271_4.1332",0.004423396,0,0.002366277,0.001282985,0,0,0,0.000798829,0.000508434,0.002444814,0.001057732
"430.7422_0.273",0,0,0,0,0,0.004772653,0,0,0,0,0.003697325
"430.9216_0.2494",0,0,0.002241605,0.001000242,0,0,0.001437789,0,0,0,0
"111.9737_2.5512",0,0,0.003685308,0,0,0.00181724,0,0,0,0.001864326,0
"199.1367_4.6955",0.000500762,0,0,0,0,0,0,0,0,0,0
"199.1768_5.9413",0.013397832,0,0.011011041,0,0,0,0,0,0,0,0
"200.0406_2.946",0,0,0,0,0,0,0,0,0,0,0
"200.0969_2.0303",0,0,0,0.001816548,0.024967086,0,0.010855214,0,0.003095526,0,0
"288.1901_1.68",0.007323232,0.013850348,0.022298854,0.004423561,0,0,0.005797777,0,0,0,0.002211764
"431.2198_4.2195",0,0,0,0,0,0,0,0,0,0,0
"431.2835_3.8625",0,0,0,0,0,0,0,0,0,0,0
"432.0113_1.6566",0,0,0,0,0,0,0,0,0,0,0
"432.066_3.3089",0,0.004568625,0.005173893,0,0,0.002360493,0,0.005973486,0.003463069,0,0.002931653
"432.2069_2.0284",0,0,0,0,0.001221134,0,0,0,0,0.001570521,0
"111.9747_2.6816",0,0,0,0,0,0,0,0,0,0,0
"112.0504_2.4363",0,0,0,0,0,0,0,0,0,0,0
"289.1337_2.734",0,0,0,0,0,0,0,0,0,0.010126479,0.023262202
"289.1547_4.6624",0.001299362,0,0,0,0,0,0.000772042,0,0,0.001741462,0.000874602
"433.0816_4.2857",0,0,0,0,0,0,0,0,0.000765714,0.002802722,0.000884074
"201.1081_4.0115",0,0.004451411,0,0,0,0.00207558,0,0,0,0.005138916,0
"290.0886_3.2443",0.00212251,0.027087365,0.015055404,0,0,0.004120159,0,0,0,0,0
"290.1058_2.6658",0.007130128,0,0,0.00121914,0,0.00384558,0.002946442,0,0,0,0
"290.1603_1.7841",0.001109531,0.009006406,0,0,0,0,0,0.000448429,0,0,0.002518033
"433.2393_3.7439",0.001386096,0.01195584,0.021102002,0.001313387,0.00375016,0,0.003041549,0,0.002913797,0.004056289,0.00364207
"433.2437_4.9397",0,0.001041298,0,0,0,0,0.003772565,0,0,0.003139262,0
"434.7219_4.0539",0,0,0,0,0,0,0,0,0,0,0
"202.1274_4.5171",0.000219288,0.002796783,0.003186619,0.000524443,0.001509607,0.002167106,0.000729151,0.000360829,0.000363459,0.001896378,0.001586597
"291.0578_2.7583",0,0.000646041,0,0,0,0,0,0,0,0,0
"291.1844_5.5575",0.001497376,0,0,0,0,0,0,0,0,0.002170596,0
"203.0876_1.8652",0,0,0,0,0,0,0,0,0,0,0
"203.1121_4.6056",0,0,0,0,0,0,0.004725496,0.003994143,0,0.002758206,0
"203.1304_2.9498",0,0,0,0,0,0,0,0,0,0,0
"293.1172_1.7248",0,0.000457953,0,0,0,0,0,0,0,0,0
"437.1292_4.0535",0,0,0,0,0,0,0,0,0,0,0
"437.1521_2.9566",0,0,0,0,0,0,0.012578323,0,0,0,0
"437.1647_4.8922",0,0,0,0,0,0.001510184,0,0,0.001406872,0,0
"438.1259_4.0516",0,0.000624233,0,0,0,0.000451727,0,0,0,0.000183406,0
"204.0887_5.8462",0,0,0,0.006638382,0,0.006147024,0,0,0,0,0
"204.089_4.8722",0,0,0.006293448,0.009125305,0,0,0.005583321,0,0,0,0
"439.1933_5.4685",0,0.009644269,0,0,0,0,0,0,0.009827684,0.011447711,0.006748959
"204.9644_0.252",0,0.00338558,0,0,0,0,0,0,0,0,0
"205.1087_4.074",0,0,0,0,0.003299013,0,0,0.001113772,0,0,0
"294.18_5.0532",0.002479262,0.00369906,0,0.014991465,0.008812551,0,0,0,0,0,0
"440.19_3.8737",0,0.030355731,0,0,0,0,0,0,0,0.013956627,0
"116.0717_2.9959",0,0,0.00244108,0,0.017089364,0,0.001120767,0,0.020153592,0,0.011838701
"205.16_5.2344",0,0,0,0,0,0,0.002668581,0,0,0,0.003381584
"205.1776_5.9424",0,0,0,0,0,0.007404772,0,0,0,0.008755389,0
"295.0923_4.1322",0,0,0,0,0,0.000237673,0,0,0,0,0
"295.158_4.3194",0,0.018844214,0,0,0,0,0,0,0,0.017943472,0.007544626
"295.161_2.7324",0.017349923,0.018664304,0.01350199,0,0,0,0,0,0,0,0
"296.0524_3.4875",0.003786806,0,0,0.01334669,0.012929268,0,0.005357676,0,0,0,0
"442.1195_3.3088",0,0,0,0,0,0,0,0,0,0,0
"116.9776_4.8824",0,0,0,0.000481879,0,0,0.000279725,0,0,0,0
"117.0717_3.337",0,0,0.007732164,0.013547347,0.009393836,0,0,0,0.010856803,0,0
"206.0468_0.9479",0.002186332,0,0,0,0,0,0,0,0,0,0
"206.0833_3.4456",0,0,0,0.022757779,0.015406238,0,0.010760107,0.010284658,0.008549452,0,0
"206.1185_5.0372",0.002901473,0,0,0.008407807,0.013651537,0,0.003067656,0.008563944,0.007512165,0,0
"206.1214_3.1484",0.005560747,0.001327518,0,0,0,0.024078795,0,0,0,0,0
"296.0695_0.2925",0,0,0,0,0,0,0,0,0.000512518,0,0
"296.1619_3.4428",0,0,0.014594117,0.011501259,0.024160227,0,0,0,0.008126778,0,0
"442.1951_3.953",0,0.026223252,0,0,0,0,0,0,0,0,0
"442.9624_0.2416",0.000302748,0.000989505,0,0,0.001166909,0,0,0.000375429,0,0.00019587,0
"443.11_4.7604",0,0,0,0,0,0,0,0,0,0,0
"118.0874_1.7295",0,0,0,0,0.01741471,0,0,0,0.015373495,0,0
"206.8886_0.3029",0,0,0,0.009335082,0.010213709,0.004955706,0.006948381,0.008334515,0.005261986,0.001469025,0
"207.1213_4.6398",0,0.008131389,0,0,0,0,0,0.007468944,0.016392405,0,0.011551377
"444.2213_4.7084",0,0,0,0,0.002401057,0,0.004650903,0,0.011606182,0.008956601,0.005629658
"207.1283_3.0548",0,0,0,0,0.022887038,0,0,0.005053686,0,0.01928251,0
"297.1643_4.7277",0,0,0,0.009169389,0,0,0,0,0,0,0
"297.1737_4.9413",0.010610913,0,0,0.006673345,0.025563554,0,0,0,0,0.014478354,0.016235391
"297.2243_3.8151",0,0,0,0,0,0,0,0,0,0,0
"298.079_2.6554",0,0,0,0,0,0,0,0,0,0,0
"446.2651_3.4744",0.001595564,0,0,0,0.010439283,0,0,0,0,0,0
"208.0307_5.3103",0,0,0.006744761,0,0,0,0,0,0,0,0
"298.2028_5.1512",0,0.00639771,0,0.00354949,0,0,0.003116142,0,0,0,0
"299.0597_5.1007",0,0,0,0,0,0,0,0,0,0,0
"448.042_1.9686",0,0,0,0,0,0,0.003229897,0,0,0,0
"448.1324_2.2995",0,0,0,0,0,0.0079185,0,0,0,0,0
"120.0827_3.5388",0,0.00695107,0.013504483,0,0,0.002397398,0,0,0,0,0
"121.029_1.1264",0,0,0,0,0,0,0,0,0,0,0
"209.1185_4.2594",0,0.00573804,0,0,0.000453316,0,0,0,0,0,0
"449.7114_1.6932",0.000562948,0,0.001311551,0,0,0,0.000214456,0.001712372,0,0.000489675,0.000835134
"450.1263_2.9997",0,0.000397983,0,0.000390672,0,0,0.00051656,0,0,0,0
"450.216_5.3478",0,0,0,0,0,0,0,0,0,0,0
"121.0947_5.8319",0.008177473,0.024920267,0,0,0.003524586,0.016981079,0,0,0.002350231,0,0
"210.0395_5.6822",0,0.007000136,0,0.004002487,0,0.005408908,0,0,0,0,0
"300.9153_0.2384",0,0.002521467,0.001109582,0,0,0,0,0,0,0,0
"301.0819_1.8072",0.005478923,0,0.002553285,0.012560786,0.015892089,0,0.006717142,0.01011363,0.005000623,0,0
"451.0119_0.331",0,0,0,0,0,0,0,0.003366343,0.001727451,0,0.014040993
"451.1176_2.919",0.000476215,0,0,0,0,0,0,0,0,0,0
"451.1806_4.7009",0,0.00223252,0,0,0,0.000296722,0,0,0,0.001554495,0
"451.2464_3.5117",0.004200835,0.006931989,0.001670606,0.001676697,0,0.00142161,0,0.000556886,0.002111329,0,0.001521871
"121.1022_4.0731",0,0,0,0,0,0,0,0.004888915,0,0,0
"210.1245_4.1848",0,0,0,0,0.01925834,0,0.011998359,0,0,0,0
"210.1322_2.9082",0,0,0,0,0,0,0,0,0,0.003774949,0.005257084
"452.1739_3.7031",0.000667682,0.001406569,0,0.000399793,0,0.002000292,0.00051283,0,0.001239436,0,0
"452.9104_0.2684",0,0,0,0,0,0,0,0.000704972,0,0.002795599,0
"453.1539_4.7889",0,0,0,0,0,0.006014163,0,0,0,0.001645308,0.000748306
"453.1707_4.0044",0.005200722,0,0.005006832,0,0.001618056,0,0,0,0,0.006761076,0.00800245
"211.0614_1.9426",0,0,0,0,0,0,0,0,0,0,0
"302.9538_0.3009",0.00120281,0.001158512,0,0.004633338,0.0042577,0.002809267,0.004555796,0.005249743,0.003589667,0.001128923,0.002050736
"303.0338_3.8224",0,0.003042115,0.002466014,0,0,0,0,0.004523915,0.0041614,0.000687326,0
"303.0864_2.305",0,0,0,0,0,0,0,0,0,0,0
"453.1878_2.4938",0.005320185,0.012770887,0.006814578,0,0,0,0,0,0.003846947,0,0
