"M_T","lia_080314_039_pos","lia_080314_040_pos","lia_080314_041_pos","lia_080314_042_pos","lia_080314_043_pos","lia_080314_044_pos","lia_080314_045_pos","lia_080314_046_pos","lia_080314_047_pos","lia_080314_048_pos"
"397.2168_5.5865",0,0,0,0,0,0,0,0,0,0
"182.0234_2.9587",0,0,0,0,0,0,0,0,0,0
"182.1297_3.0606",0.011523465,0,0,0.007724214,0.025753326,0.016341182,0.002750427,0,0.005695462,0
"270.0816_3.2576",0,0,0,0,0,0,0,0,0,0
"398.1336_1.7711",0,0,0,0,0,0,0,0,0,0
"398.1805_3.8326",0,0.005531588,0.001310032,0,0,0,0,0,0.003658831,0
"182.9738_4.7191",0,0,0,0,0,0,0,0,0,0
"271.0344_2.7592",0,0,0,0,0,0,0,0,0,0
"271.0607_5.0048",0.02692755,0.002195812,0,0.02210369,0,0,0.018095651,0,0,0
"399.1665_3.894",0,0,0,0,0.013582929,0,0,0,0,0
"399.2377_5.4705",0,0.017891887,0,0,0,0,0.003478994,0,0.00872199,0
"88.0758_1.6597",0,0,0,0.006821103,0,0,0,0,0,0
"183.104_3.3104",0,0.005695389,0,0,0,0,0.003332584,0,0,0.007826494
"184.0394_3.0969",0,0,0,0,0,0,0,0.029159195,0,0
"271.1617_3.1769",0.002715118,0,0,0,0.036543097,0.017533511,0,0,0.007433703,0
"271.1712_5.4287",0,0.002189172,0,0,0.005029425,0.004399066,0.002257163,0,0.004066157,0.003431165
"400.1136_3.2857",0.014291202,0,0,0,0.012350227,0,0,0,0.004246139,0
"400.2241_2.0111",0,0,0,0,0,0,0,0,0,0
"400.7828_0.2736",0,0.00063528,0,0,0,0,0.001704638,0,0,0
"400.9959_2.3523",0,0,0,0,0.002842466,0,0,0,0.003609099,0
"184.0803_1.6638",0,0,0,0,0,0,0,0,0,0
"272.0562_4.7026",0,0.011357574,0.005162689,0,0,0,0,0,0.010017382,0
"401.1053_2.0844",0,0,0,0,0,0,0,0,0,0
"401.1496_4.3879",0,0,0,0,0,0,0,0,0,0
"401.2254_4.9801",0.00093661,0.008814239,0,0.005137459,0.000739621,0,0.0013787,0,0.007698939,0
"401.7327_3.303",0.004659374,0,0,0,0.001328418,0,0.00213864,0,0.010408131,0
"402.1068_5.8764",0,0,0,0,0,0,0,0,0,0
"89.5051_5.0552",0,0,0,0.005229392,0,0,0,0,0,0
"90.9492_1.4373",0,0,0,0,0,0,0,0,0,0
"272.9901_1.7851",0,0,0,0,0,0,0,0,0,0
"402.1661_3.2116",0,0,0,0,0,0,0,0,0,0
"403.1082_2.0911",0,0,0,0,0,0,0,0,0,0
"91.0538_5.5221",0,0.005921168,0,0,0,0,0,0,0,0
"91.0546_4.6357",0,0,0,0,0.02461634,0,0,0,0,0
"185.1244_2.9584",0.049377259,0.01804462,0,0,0,0,0,0,0,0
"273.125_2.8814",0.00045252,0.006939387,0.007075035,0.005649402,0.000612,0,0.005711756,0.002660534,0.002169249,0.003588957
"273.1588_0.2389",0.009787053,0,0,0,0.006175113,0,0.010468357,0.004675936,0,0.008358634
"273.1912_2.8898",0,0,0,0,0,0,0,0,0,0
"403.1528_4.3717",0,0,0,0,0,0,0,0,0,0
"403.9893_0.3117",0,0.000548953,0,0,0.008634717,0.004535034,0.001539054,0.001431227,0.001911118,0
"404.0665_2.891",0,0,0,0,0,0,0,0,0,0
"404.2511_0.3258",0.001207596,0.001573813,0,0.006602986,0,0,0,0,0,0.001456041
"404.8983_0.2958",0,0,0,0,0,0,0,0,0,0
"94.4059_5.1364",0,0,0.001933857,0.004073915,0,0,0,0,0,0.012711523
"274.0408_3.2918",0,0,0,0,0,0,0,0,0,0
"186.9593_4.1621",0,0,0,0,0,0.005859146,0,0,0,0
"274.2394_5.0427",0,0,0.000993818,0,0.001531451,0.002029051,0,0,0.001982163,0
"275.0636_5.1895",0,0,0,0,0.001470541,0,0,0,0.004613206,0
"275.0931_5.504",0,0,0,0.007059048,0.011369866,0.007384072,0,0,0,0
"407.0783_3.2017",0,0,0,0,0,0,0,0,0,0
"407.1826_2.3974",0,0,0,0,0,0,0,0,0,0
"407.1849_3.2536",0,0,0,0,0.005258563,0.00457687,0.004313883,0,0,0
"407.1881_2.0781",0,0,0,0,0,0,0,0,0,0
"187.1776_2.374",0,0,0.002992209,0,0.02157374,0,0,0,0,0
"275.1636_1.9792",0.009181939,0,0,0.003497077,0.015711878,0.005896799,0.001983515,0,0.003144937,0
"276.0042_2.8007",0,0,0,0,0,0,0,0,0,0
"408.0436_2.6012",0,0,0,0,0,0,0,0,0,0
"408.1876_4.6082",0,0,0,0,0,0,0,0,0,0
"408.859_0.3053",0.001812709,0.001228504,0,0,0,0,0,0,0.003663568,0.000434201
"409.1796_4.2472",0,0,0,0,0,0,0,0,0,0
"188.1096_2.817",0.001589081,0,0,0.003817943,0.013455308,0.011279013,0,0,0.00118172,0
"276.1682_4.7076",0.003167637,0.003829391,0,0.002986936,0.016492106,0.008955018,0.00462762,0,0.007649207,0
"409.2095_2.1512",0,0,0,0,0.008858054,0,0,0,0,0.000880372
"410.0642_5.0335",0,0,0,0,0,0,0.007386763,0,0,0.000574581
"410.1086_2.435",0,0,0,0,0.036789637,0.002863681,0,0,0,0
"189.132_4.4253",0,0,0,0,0,0.009097261,0,0,0,0
"277.083_1.7992",0.002967687,0.009898864,0,0.015385336,0.011813639,0.004405342,0,0,0,0
"277.9663_2.7869",0,0,0,0,0,0,0,0,0,0
"411.0775_3.1907",0.003483349,0.001642432,0,0.00139162,0,0.002520625,0,0,0.000949638,0
"278.1403_4.6201",0,0,0,0,0,0,0,0,0,0
"412.2683_5.3036",0.002357312,0.005952157,0,0.005845887,0.002540817,0.002323996,0,0,0.008411759,0
"98.0596_1.6656",0,0.005465182,0,0,0.029558751,0,0,0,0,0.000321026
"190.136_2.3316",0,0,0,0,0,0,0,0.008658481,0.004044844,0
"191.1078_3.0591",0,0,0,0,0.045592582,0.041501414,0.000789571,0,0,0
"279.0889_5.6672",0,0,0,0.006575947,0.013553924,0,0,0.012308302,0,0
"279.0986_2.9414",0,0,0,0,0.004060666,0,0,0,0,0
"279.1181_4.0518",0,0,0,0,0,0.009063792,0,0,0,0
"413.1497_2.1241",0,0,0,0,0,0,0,0,0,0
"413.2762_3.4478",0,0.038931401,0,0.024542631,0,0,0,0,0,0
"414.0522_3.2966",0,0,0,0,0,0,0,0,0,0
"414.1518_5.0549",0.004293675,0.004763496,0.00357086,0.002831911,0.00621282,0.002763275,0.004188389,0.00458069,0.009740306,0.005050439
"98.5102_5.4895",0.004001642,0,0,0,0,0.001897267,0,0,0,0
"191.1091_5.9447",0,0.005057895,0,0,0,0.013084241,0.010811725,0,0,0
"191.1157_3.8477",0,0,0,0,0.017788619,0,0,0,0,0
"191.1308_5.2002",0,0.008942623,0,0,0.025396568,0.008747929,0,0,0.012575012,0
"279.1666_3.2589",0.011284051,0,0,0,0.024975999,0.010691216,0,0,0,0
"414.2139_3.6668",0,0.029966642,0,0,0,0,0,0,0,0.002830466
"415.1674_3.9647",0.00629318,0,0.001568167,0.00095719,0.020993645,0.009634854,0.004556158,0,0.009025117,0
"192.0637_3.4617",0,0.006416996,0,0,0,0.001635792,0,0,0,0
"192.0684_3.0739",0,0,0,0,0,0,0,0,0,0
"192.1034_3.1015",0,0,0,0,0,0.01234165,0,0,0,0
"192.1315_3.5749",0,0,0.003751554,0,0,0,0,0,0.009695311,0
"280.0686_3.8793",0,0,0,0,0,0,0,0,0,0
"415.9426_0.349",0,0.003552701,0,0,0,0.013979534,0.006415921,0,0.007083213,0
"416.0862_3.9871",0,0,0,0,0,0,0,0,0,0
"416.2794_4.0232",0,0,0,0,0,0,0,0,0,0
"193.1151_3.4264",0,0,0,0,0,0,0,0,0.013666741,0
"193.1228_3.6621",0,0,0,0,0.03211407,0,0,0,0.015374195,0
"281.1454_1.742",0,0.026703913,0,0,0.011746928,0,0,0,0,0
"417.1119_3.0051",0,0,0,0,0,0,0,0,0,0
"417.1151_3.409",0.012694228,0,0,0,0.014484977,0.007557692,0.006370604,0,0.015558913,0
"417.1387_3.5684",0,0,0,0,0,0,0,0,0,0
"101.0608_3.3292",0,0,0,0,0,0.001476814,0,0,0,0
"193.9305_1.3329",0,0,0,0,0,0,0,0,0,0
"281.1812_5.6275",0,0.000741529,0,0,0,0.000445554,0,0,0.013718841,0
"282.022_4.7976",0,0,0,0,0,0,0,0,0.001172247,0
"282.0885_3.9503",0,0.006675978,0,0,0,0,0,0,0.001030156,0
"282.1336_4.9666",0,0,0,0,0,0,0.010715861,0,0,0
"417.1644_4.8512",0,0,0,0,0,0,0,0,0,0.00084446
"417.1654_4.1148",0,0.003964415,0,0,0,0,0,0,0,0
"417.22_4.7112",0,0,0,0,0,0,0,0,0,0
"418.0865_1.9612",0,0,0,0,0,0,0,0,0,0
"101.9737_0.2339",0,0,0,0,0,0.009442408,0.00816239,0,0,0
"194.1402_3.8757",0,0,0,0,0.010975401,0,0,0.006979615,0,0
"282.9089_0.2459",0,0.002465862,0.002229636,0.005981083,0,0.003848921,0.00371604,0.002377336,0.00460847,0.003284255
"283.0595_3.7549",0,0,0,0,0,0,0,0,0,0
"195.1122_2.0704",0.014467474,0.020574674,0,0,0,0,0,0,0.003237296,0
"283.1252_2.2252",0,0,0,0,0,0,0,0,0,0
"283.158_4.8224",0,0,0,0,0,0,0,0,0,0
"283.1599_2.5442",0,0,0,0,0.019172146,0.026819034,0,0,0,0
"422.1273_4.1105",0,0,0,0,0,0,0,0,0,0
"422.7448_3.2194",0,0,0,0,0,0,0,0,0,0
"422.8118_0.2737",0,0,0.007251427,0,0,0,0,0.008936599,0,0.012214206
"195.1414_5.0834",0,0,0,0,0,0,0,0,0,0
"195.1763_5.3044",0,0.023782066,0,0,0,0,0,0,0.013697527,0
"195.1788_5.8657",0,0,0,0.01051827,0.010459116,0,0,0.004976912,0,0
"284.0934_5.6409",0,0,0,0,0,0,0,0,0,0
"284.2243_5.4391",0,0.00224451,0,0,0.000925252,0.001681811,0.00386768,0,0,0
"423.2094_4.1225",0,0.00922374,0,0,0,0,0.006292169,0,0.003879071,0
"424.1961_2.3879",0.008976727,0,0,0,0.009858718,0.012105276,0,0,0,0
"424.219_3.8548",0,0,0,0,0,0,0,0,0,0
"424.8951_0.2592",0.019026872,0.002136047,0.002872821,0.002835517,0.000797631,0.001602323,0.001228803,0.002360827,0.002600257,0.003595486
"196.0993_2.8855",0,0,0,0,0,0,0,0,0,0
"425.1302_5.0005",0,0,0,0,0,0,0,0,0,0
"425.1506_4.4555",0,0,0,0,0,0,0,0,0,0
"425.1733_3.9447",0,0,0,0,0.040841602,0,0,0,0,0
"425.2395_4.9739",0.001144454,0,0,0,0,0,0,0.000863562,0,0
"197.0307_4.1752",0,0,0,0,0,0,0,0,0,0
"197.0818_5.871",0,0,0,0,0,0,0,0,0,0
"197.0853_2.8685",0,0,0,0,0,0,0,0.015224094,0,0
"197.0905_2.6459",0,0.020266995,0,0,0,0,0,0,0,0
"197.0926_5.0022",0,0,0.003851581,0,0,0,0,0,0.007668152,0
"285.8965_0.2774",0,0.00232641,0.006585655,0.004493924,0,0.008383955,0,0.010172255,0.005982011,0.007494586
"286.1112_3.9291",0,0,0,0,0.024822273,0.014464833,0,0,0.002256871,0
"426.1811_4.6963",0,0.006326242,0,0,0,0,0,0,0.007601843,0.003906718
"426.2019_2.3572",0,0,0,0,0,0,0,0,0,0
"427.0187_4.7821",0.002604619,0,0,0,0,0,0.00175867,0,0,0.001076252
"427.1207_3.6465",0,0,0,0,0,0,0,0,0,0
"109.1018_5.9162",0,0,0,0,0.010111059,0.006965711,0,0,0.008054165,0
"286.168_4.532",0,0,0,0,0.00901758,0,0,0.002824357,0,0
"286.2038_4.8316",0,0,0,0,0,0,0,0,0,0
"427.1876_3.4167",0,0,0,0,0,0,0,0,0,0
"109.102_4.0344",0,0,0,0,0,0,0.00379796,0,0.011047539,0
"109.1036_5.1785",0,0,0,0,0,0.003413826,0,0.002379876,0,0
"111.0436_2.051",0,0,0,0,0,0.002826029,0,0,0,0
"199.0235_0.741",0,0,0,0,0,0,0,0,0,0
"199.0584_1.9317",0,0,0,0,0,0,0,0,0,0
"199.1084_1.431",0,0,0,0.00069581,0.025686615,0.013107251,0.007337959,0,0.010621267,0
"288.0482_3.0011",0,0,0,0,0,0,0,0,0,0
"430.0797_3.7637",0,0,0,0,0,0,0,0,0,0
"430.1271_4.1332",0.000844528,0,0,0,0,0.000677745,0,0,0.002498425,0.001657362
"430.7422_0.273",0,0,0,0,0,0,0,0,0,0
"430.9216_0.2494",0.006961436,0.003322494,0.012057031,0.001534027,0,0,0,0.007953662,0.002398962,0.007419499
"111.9737_2.5512",0,0,0,0,0,0,0,0,0,0
"199.1367_4.6955",0,0,0.001609038,0,0,0,0,0,0.001001738,0
"199.1768_5.9413",0.006258978,0.013761458,0,0,0.016126646,0,0,0,0,0
"200.0406_2.946",0,0,0,0,0,0,0,0,0,0
"200.0969_2.0303",0,0,0,0,0,0,0.002379172,0,0,0
"288.1901_1.68",0.011073577,0,0,0,0.008718831,0.005032883,0,0,0,0.003912159
"431.2198_4.2195",0,0,0,0,0,0,0,0,0,0
"431.2835_3.8625",0,0.006992512,0,0.010307364,0,0.006034858,0,0,0,0
"432.0113_1.6566",0,0,0,0,0,0,0,0,0,0
"432.066_3.3089",0.014054418,0.011344293,0,0,0,0.005635323,0.007245581,0,0,0
"432.2069_2.0284",0,0.011842335,0,0,0,0,0,0,0,0
"111.9747_2.6816",0,0,0,0,0,0.005752464,0,0,0,0
"112.0504_2.4363",0,0,0,0,0,0,0,0,0,0
"289.1337_2.734",0,0,0,0,0,0,0,0,0,0
"289.1547_4.6624",0,0,0,0,0,0,0,0,0,0
"433.0816_4.2857",0,0,0,0,0,0,0.002232761,0.001087072,0,0
"201.1081_4.0115",0,0,0,0,0.00578645,0.005890523,0.004169216,0,0.008243619,0
"290.0886_3.2443",0,0,0,0,0,0,0.001941683,0,0,0
"290.1058_2.6658",0.00892937,0.006926106,0,0,0,0.008695634,0.005197576,0,0.009572165,0
"290.1603_1.7841",0.017874526,0,0,0.009427687,0,0.004323761,0,0,0,0.021669768
"433.2393_3.7439",0,0,0,0,0,0,0.002386144,0,0,0
"433.2437_4.9397",0,0.002056361,0,0.002150522,0,0,0,0,0.001522737,0
"434.7219_4.0539",0,0.01508957,0.02276746,0,0,0.000200813,0,0,0,0
"202.1274_4.5171",0.000581435,0.000648562,0.001037916,0.000895901,0.000565593,0.000251017,0.001087622,0.000621003,0.000442849,0.002159033
"291.0578_2.7583",0,0,0,0.000666968,0,0,0,0,0,0
"291.1844_5.5575",0,0.002350759,0,0,0,0,0,0,0,0
"203.0876_1.8652",0,0,0,0,0,0,0,0,0,0
"203.1121_4.6056",0,0,0.000513042,0,0.001894011,0,0,0,0,0.002569293
"203.1304_2.9498",0,0,0,0,0.000742522,0.000543869,0,0,0,0
"293.1172_1.7248",0.006374739,0,0,0,0,0.002598022,0,0,0,0
"437.1292_4.0535",0,0,0,0,0,0,0,0,0,0
"437.1521_2.9566",0,0,0,0.004703028,0.033915265,0,0,0,0,0
"437.1647_4.8922",0,0,0,0,0,0,0,0,0,0
"438.1259_4.0516",0,0,0.002223183,0,0,0,0,0,0.000547049,0
"204.0887_5.8462",0,0.008165678,0,0,0,0,0,0,0,0
"204.089_4.8722",0.006908817,0.010622685,0,0,0,0.009176749,0,0,0.001499055,0
"439.1933_5.4685",0,0.009969697,0,0.005139261,0,0,0,0,0.005915702,0
"204.9644_0.252",0.020016101,0,0,0,0,0,0,0,0,0
"205.1087_4.074",0,0,0,0,0,0,0,0,0,0
"294.18_5.0532",0,0,0,0,0.014618399,0,0,0,0,0
"440.19_3.8737",0,0,0,0,0,0,0,0,0,0
"116.0717_2.9959",0,0,0,0,0,0,0.012486732,0.004390198,0,0
"205.16_5.2344",0,0.011063176,0,0,0,0,0,0,0,0
"205.1776_5.9424",0,0.006372726,0,0,0,0.004085295,0,0,0,0
"295.0923_4.1322",0,0,0,0,0,0,0,0,0,0
"295.158_4.3194",0,0,0,0,0,0,0,0,0.017687903,0
"295.161_2.7324",0,0.017672749,0.023882816,0,0,0,0,0,0,0
"296.0524_3.4875",0.021444695,0.004427041,0,0.011287988,0.014154323,0.011824974,0,0,0,0
"442.1195_3.3088",0,0,0,0,0,0,0,0,0,0
"116.9776_4.8824",0,0,0,0,0,0,0,0,0,0
"117.0717_3.337",0,0,0,0,0,0.010059491,0.005446822,0,0,0
"206.0468_0.9479",0,0,0,0,0,0,0,0,0,0
"206.0833_3.4456",0,0,0,0,0,0,0,0,0.018289419,0
"206.1185_5.0372",0.016030245,0.006968163,0,0,0.020178611,0.010063675,0.005443336,0.00138297,0.014076435,0
"206.1214_3.1484",0,0.001004938,0.004392588,0,0,0,0,0,0,0
"296.0695_0.2925",0,0,0,0,0,0,0,0,0,0
"296.1619_3.4428",0.018253379,0,0,0,0.033001616,0.015487725,0,0,0.012949184,0
"442.1951_3.953",0,0,0,0,0,0,0,0,0,0
"442.9624_0.2416",0,0,0,0,0,0,0,0.000427971,0,0
"443.11_4.7604",0,0,0,0,0,0,0,0,0,0
"118.0874_1.7295",0,0,0,0,0.026165194,0,0,0,0,0
"206.8886_0.3029",0,0.002344118,0,0,0.013194265,0,0.005063366,0,0.003687249,0
"207.1213_4.6398",0,0,0,0,0,0,0,0,0,0
"444.2213_4.7084",0.006103753,0.008953691,0,0.002359626,0,0,0.00683598,0,0.011035698,0
"207.1283_3.0548",0,0,0,0,0.012715687,0,0,0,0,0.001449512
"297.1643_4.7277",0.023773067,0,0,0,0.050633609,0,0.010613025,0,0,0
"297.1737_4.9413",0,0,0,0,0,0,0,0,0.022161386,0
"297.2243_3.8151",0,0,0,0,0,0,0,0,0,0
"298.079_2.6554",0,0,0,0,0,0,0,0,0,0
"446.2651_3.4744",0,0,0,0.011430395,0.003877936,0.001983031,0,0,0,0
"208.0307_5.3103",0,0,0,0,0,0,0,0,0,0
"298.2028_5.1512",0,0,0,0,0,0,0,0,0.008572795,0
"299.0597_5.1007",0.031802659,0,0,0,0.031542676,0.013985809,0,0,0,0
"448.042_1.9686",0,0,0,0,0,0,0,0,0,0.001103457
"448.1324_2.2995",0,0.003461946,0,0,0,0,0,0,0,0
"120.0827_3.5388",0.004840908,0.009301214,0.014938456,0,0.000832437,0,0,0,0.001300128,0
"121.029_1.1264",0,0,0,0,0,0,0,0,0,0
"209.1185_4.2594",0,0,0,0,0,0,0,0,0,0
"449.7114_1.6932",0.000836635,0,0,0.001072557,0.00116019,0,0.000655362,0,0.000587308,0
"450.1263_2.9997",0,0,0,0,0,0,0.000552526,0,0,0
"450.216_5.3478",0,0,0,0,0,0,0,0,0,0
"121.0947_5.8319",0,0,0,0,0,0,0,0,0,0
"210.0395_5.6822",0,0.002824452,0,0,0,0,0,0,0,0
"300.9153_0.2384",0.006172157,0,0,0.001238398,0,0,0,0,0,0
"301.0819_1.8072",0.009018822,0,0,0,0.017936543,0.013224392,0,0,0,0
"451.0119_0.331",0.015803985,0.004787845,0,0.001472738,0.002633632,0.002522717,0.003351757,0,0.006519587,0
"451.1176_2.919",0,0,0,0,0,0,0,0,0,0
"451.1806_4.7009",0,0,0,0,0,0.000765601,0,0,0,0
"451.2464_3.5117",0,0.002689428,0,0.002491217,0.004298505,0.001409877,0.000690221,0,0.003069155,0
"121.1022_4.0731",0,0,0,0,0,0,0,0,0,0
"210.1245_4.1848",0,0,0,0,0.03199515,0.01676791,0,0,0,0
"210.1322_2.9082",0,0,0,0,0,0.008952926,0.005406734,0,0,0
"452.1739_3.7031",0.000528817,0.000816789,0,0,0,0,0,0,0,0
"452.9104_0.2684",0,0,0,0,0,0,0,0,0,0.014016302
"453.1539_4.7889",0,0,0,0,0,0,0,0,0,0
"453.1707_4.0044",0,0.003709861,0,0.001398831,0,0,0.003817133,0.003798404,0,0.004346359
"211.0614_1.9426",0,0,0,0,0,0,0,0,0,0
"302.9538_0.3009",0.001010276,0.002147115,0,0.002386665,0.009826813,0.004378148,0.003053707,0,0.004331393,0
"303.0338_3.8224",0.004530458,0,0,0,0,0,0.003369186,0,0.00180455,0
"303.0864_2.305",0,0,0,0,0,0,0,0,0,0
"453.1878_2.4938",0.012125948,0.005272606,0,0,0,0,0,0.001918886,0.004951855,0
"454.0532_2.6227",0.009426616,0.000688405,0,0,0,0,0,0,0,0.001426659
"454.059_3.123",0,0,0.002902937,0,0,0,0,0.005075968,0,0
"454.1451_3.3807",0,0,0,0,0.017811823,0,0,0,0,0
"455.0954_3.564",0,0,0,0,0,0,0.020101825,0,0,0
"303.1706_4.2889",0,0,0,0,0,0,0,0,0.010337086,0
"304.1295_3.8138",0,0,0.000600163,0,0,0,0,0,0,0
"304.1484_2.0817",0,0,0,0,0,0.008214519,0.004122155,0,0.033448111,0.001848889
"304.1528_1.6784",0,0,0,0,0,0,0,0,0,0
"304.1556_3.0288",0,0,0.00638345,0,0.008797144,0,0,0,0,0
"304.1753_2.4151",0,0,0,0,0,0,0,0.002558938,0,0.007687201
"456.1183_0.3416",0.002402037,0.002428232,0,0,0,0.000690296,0,0,0,0
"123.1184_5.8966",0,0,0,0.008838231,0.014206531,0.010917131,0,0,0,0
"124.0477_2.0306",0,0,0,0,0,0,0,0,0,0
"212.0964_1.9262",0.014906839,0.032091622,0,0,0,0,0,0.00206747,0,0.009077949
"304.1784_4.9529",0.002520429,0.008752261,0,0,0,0.003185819,0,0,0.007923915,0
"456.2207_3.8131",0.003835893,0.001549464,0.000522722,0.001553856,0.013524919,0.008873437,0.004287739,0,0.006825082,0
"456.3353_5.9155",0.000465674,0,0,0.001876524,0.000797631,0.003395,0.000261447,0,0,0
"457.1684_4.712",0,0,0,0,0,0,0,0,0,0
"457.207_4.7245",0,0,0,0,0,0,0,0,0,0
"124.0859_0.3195",0,0,0,0,0,0,0.002905553,0.002085249,0.006742196,0
"212.1657_1.9556",0,0.037651986,0,0.011300606,0,0,0,0,0,0
"212.1662_5.3385",0.005380248,0.00567768,0,0.010089248,0.017907539,0.013642753,0.005838994,0,0.010190259,0
"305.962_0.3146",0,0,0,0,0,0,0.000580413,0,0,0
"306.1569_0.349",0,0.0026031,0,0.001355568,0.000397365,0.000328413,0,0.001502344,0.000476003,0.002395177
"457.7236_4.4848",0,0.028432672,0.004111867,0.010858965,0,0,0,0.001927776,0,0.011543861
"213.127_1.7364",0.005795935,0.041751426,0,0,0.007042356,0.001342939,0.004362687,0,0,0.003974187
"213.1771_3.1643",0.013315127,0.011694029,0,0,0,0,0,0,0.013197842,0
"213.1793_4.5825",0,0.015470296,0,0,0,0,0.003780531,0,0.012402135,0.008278106
"307.0628_4.9188",0,0.001009365,0.00874538,0,0,0,0.001040561,0.018793908,0,0
"307.1493_4.6982",0,0,0,0,0.009702092,0.019368024,0.00995592,0,0.016941928,0
"458.8573_0.2383",0.021044794,0.000708327,0.000893791,0,0.000942655,0.003671118,0.00086452,0.000642592,0.001359333,0
"307.165_3.8703",0.008621552,0.002888644,0,0,0.027319583,0.017307596,0,0,0.006041216,0
"308.0255_2.8893",0,0,0,0,0,0,0,0,0,0
"308.1058_5.1157",0.001194441,0.00634395,0.005031471,0.005191537,0.019404184,0.005507723,0.003133884,0,0.005181568,0
"127.0227_5.4864",0,0,0,0,0,0,0.005101712,0,0,0
"214.9799_1.7462",0,0,0,0,0,0,0,0,0,0
"309.0663_5.0059",0,0.003855953,0,0,0,0,0.001715095,0.002011592,0,0
"309.0932_4.7409",0,0,0,0,0,0,0,0,0,0
"309.1054_3.1141",0,0,0,0.021894587,0.02053537,0,0,0.003567274,0,0
"461.1937_4.4635",0,0,0,0,0,0.002809294,0,0.002163985,0.006233038,0
"463.0853_4.1154",0.010144859,0,0,0,0,0,0,0,0,0
"463.1485_1.9475",0,0.000945173,0,0.008418222,0,0,0,0,0,0
"215.129_4.5986",0,0.000772519,0,0,0.0012211,0,0,0,0,0
"309.1805_3.7826",0,0,0,0.000636324,0,0,0.005349215,0,0,0
"310.0964_2.2142",0,0.00524383,0,0,0,0.002453687,0,0,0,0
"310.1259_5.6924",0,0,0,0,0,0.014795338,0,0,0,0.013299163
"464.7671_0.2734",0,0.003889156,0.001041142,0.003060844,0,0,0.00223799,0.002169065,0.002986269,0.003357165
"464.9458_0.349",0.00807958,0.002140474,0.000945417,0.002804872,0.004313008,0.004773499,0.003343042,0,0.004527952,0
"127.1139_3.885",0,0,0,0.01093828,0,0,0,0,0,0
"128.1079_2.7648",0,0,0,0,0,0,0,0,0,0.014433091
"216.163_3.6363",0,0,0,0,0,0,0.000355569,0,0,0
"310.1899_4.9647",0,0,0,0,0.013864275,0,0,0,0,0
"310.2029_5.1905",0,0.003408822,0,0,0,0.004428351,0.008185049,0.009732854,0,0
"310.8242_0.2721",0.01224697,0,0,0,0,0,0,0,0,0
"310.9161_0.2601",0.00167327,0.003355697,0.014660962,0,0,0,0,0.009556332,0.003234928,0.009949615
"465.2648_4.5477",0,0.047203327,0.017592939,0.012881501,0,0,0.000287592,0,0,0
"467.1686_4.8856",0,0.00677116,0,0.007992804,0,0,0.004521298,0.004838488,0,0
"128.9536_2.6878",0,0,0,0,0,0,0.008291371,0,0,0
"128.9539_3.9378",0.017664052,0.009816964,0,0,0,0.003135616,0,0,0.018746477,0
"311.0796_1.9383",0,0.019270911,0,0,0.013707649,0.013845658,0,0,0,0
"468.8194_0.2591",0.003680668,0.003311427,0.00611456,0.001061741,0.00335005,0.002598022,0.002063692,0.003854281,0.007012168,0.003011111
"469.1113_5.9116",0,0.001505194,0,0,0.00079183,0,0,0,0,0
"469.1678_4.8998",0,0.005148649,0,0.00423615,0.00176929,0.001037535,0,0,0.008757513,0
"128.9548_4.8546",0,0,0,0,0.043904505,0,0,0,0,0
"217.9595_3.637",0,0,0,0,0,0,0,0,0,0
"217.9951_3.859",0,0,0,0,0.002169556,0,0,0,0,0
"218.0839_2.2894",0.028961257,0.016388907,0,0,0,0,0,0,0,0
"311.1519_4.432",0,0,0,0,0.015795992,0.01797279,0,0,0,0
"312.051_3.7218",0,0,0,0,0,0,0,0,0,0
"312.0592_4.0899",0,0,0,0,0,0,0,0,0,0
"470.9529_0.2388",0.001691687,0,0,0,0,0,0.000261447,0,0,0
"218.1421_3.7053",0,0,0.000776555,0,0,0,0,0,0,0
"219.0497_0.2825",0,0,0.010749149,0,0,0,0,0,0,0
"219.115_2.8315",0,0.024204848,0.004816359,0.016549827,0.015526248,0,0.004791461,0.004155258,0,0
"312.0912_4.9713",0,0,0,0,0,0,0,0,0,0
"312.1283_1.9813",0,0,0,0,0,0,0,0,0,0.009631854
"312.2185_5.1783",0,0,0,0,0,0,0,0,0,0
"312.2213_3.7625",0,0,0,0,0,0,0,0,0,0
"472.8232_0.2522",0.007148232,0.002848801,0.002944884,0.006961707,0.004536344,0.005949094,0.003618433,0.003811103,0.004044844,0.004079745
"130.0545_2.0206",0,0,0.001831679,0,0,0,0,0.00434448,0,0.001967506
"130.1573_2.7207",0,0,0,0,0.025329857,0,0,0,0,0
"219.1632_3.9295",0,0.008796531,0,0,0,0.02559742,0.008796836,0,0,0
"220.0675_2.6105",0,0.010678024,0,0,0,0,0,0,0.010093164,0
"313.1405_0.3474",0.001910054,0.001680062,0.003616034,0.001481751,0.001850504,0.002215222,0.00193994,0.00092325,0.003237296,0.002023005
"313.1459_4.8608",0,0,0,0,0,0,0,0,0,0.003829454
"473.7961_0.2831",0,0,0,0,0,0,0,0,0,0
"132.0469_2.3287",0,0,0,0,0,0,0,0,0,0
"314.1939_5.0273",0.005964314,0.003902437,0,0,0.012286416,0.004825794,0.003247178,0,0.005813871,0
"475.0054_2.0729",0,0,0,0,0,0,0,0,0,0
