"mz","rt","t.score","p.value","mode"
318.72092,1620.82,3.9068,9e-04,"negative"
318.72051,72.05,1.8472,0.0848,"negative"
318.81226,1674.39,-0.2499,0.8057,"negative"
318.81058,1623.05,-0.3019,0.7654,"negative"
318.84516,82.04,-0.2212,0.8275,"negative"
318.81276,1652.14,-0.7402,0.4664,"negative"
318.81176,1638.35,1.1239,0.2823,"negative"
318.88579,594.58,-3.1165,0.0077,"negative"
318.8858,555.54,-4.5699,2e-04,"negative"
319.00056,370.41,-0.7395,0.4683,"negative"
318.88489,567.5,-6.4229,0,"negative"
319.22362,1348.32,-6.7442,0,"negative"
319.21355,1068.13,-1.141,0.2643,"negative"
319.22879,878.42,-3.5364,0.0022,"negative"
319.24201,1444.46,-2.286,0.0325,"negative"
320.06263,72.34,-3.2209,0.0034,"negative"
320.03429,106.63,-2.4788,0.0227,"negative"
320.22733,1347.79,-5.6317,0,"negative"
320.23178,878.4,-3.4473,0.0028,"negative"
320.80678,1622.66,-0.4362,0.6671,"negative"
320.71844,72.06,0.9943,0.3296,"negative"
320.80854,1672.62,3.573,0.0017,"negative"
320.81816,85.55,0.2415,0.8121,"negative"
320.80926,1649.78,-1.9181,0.0668,"negative"
320.80761,1637.65,2.9955,0.0138,"negative"
320.89864,4.71,-3.6038,0.0018,"negative"
320.90097,55.95,-6.7532,0,"negative"
320.85957,83.58,-2.6526,0.0177,"negative"
321.06301,365.79,-2.4283,0.0256,"negative"
321.21152,1031.55,1.3638,0.1896,"negative"
321.20575,1186.11,-4.3411,2e-04,"negative"
321.14377,342.9,-3.2139,0.0048,"negative"
321.80446,78.23,-2.0578,0.0582,"negative"
322.2094,1186.72,-3.8539,7e-04,"negative"
322.80552,1110.2,-1.2662,0.2169,"negative"
322.89364,1622.95,-0.3304,0.7438,"negative"
322.85639,83.54,-2.9921,0.0074,"negative"
322.89428,1645.33,3.2695,0.0078,"negative"
322.89472,1673.3,2.6175,0.0235,"negative"
322.89405,1660.37,12.6194,0,"negative"
322.98827,347.3,0.0814,0.9364,"negative"
323.10711,836.77,-1.0704,0.2964,"negative"
323.22115,1317.74,0.1102,0.9134,"negative"
323.22115,1304.73,-1.7486,0.0975,"negative"
323.80222,78.07,-1.1427,0.2726,"negative"
324.02076,948.27,-2.0678,0.0533,"negative"
324.10058,347.33,-1.8968,0.075,"negative"
324.1116,834.94,-1.2238,0.2356,"negative"
324.07369,326.3,-1.7616,0.0961,"negative"
324.22397,1324.53,0.5951,0.5578,"negative"
324.22467,1308.1,-2.0347,0.0596,"negative"
324.76336,81.08,-3.315,0.0048,"negative"
324.76638,69.71,-4.4337,2e-04,"negative"
324.8321,589.38,-5.4243,2e-04,"negative"
324.83227,566.64,-3.5991,0.0028,"negative"
324.83258,605.32,-15.3195,0,"negative"
324.83222,614.58,-12.7848,0,"negative"
324.83213,552.45,-7.1649,0,"negative"
324.89124,1622.87,-4.9998,0,"negative"
324.89058,1643.21,5.0956,5e-04,"negative"
324.89087,1672.65,5.1471,3e-04,"negative"
324.8532,83.57,-2.3244,0.0352,"negative"
325.03269,330.34,-0.6689,0.511,"negative"
324.97669,96.52,-1.861,0.0748,"negative"
325.18501,934.5,0.226,0.8239,"negative"
325.10434,837.78,-1.275,0.2174,"negative"
325.12504,85.75,-0.9288,0.362,"negative"
325.23942,1248.82,-2.9709,0.0066,"negative"
326.08866,199.64,-2.7943,0.0123,"negative"
326.1884,934.32,0.0478,0.9623,"negative"
326.12493,344.58,-3.6449,0.0018,"negative"
326.24279,1249.07,-2.4122,0.0271,"negative"
326.64556,529.07,-2.8415,0.0104,"negative"
326.76034,80.98,-3.3543,0.0048,"negative"
326.84552,1649.98,-2.0852,0.0488,"negative"
326.76365,69.61,-4.3374,7e-04,"negative"
326.84539,55.85,-2.183,0.0397,"negative"
326.84261,9.03,-0.2412,0.8136,"negative"
326.84281,22.42,-6.6998,0,"negative"
326.92991,99.79,-3.9031,8e-04,"negative"
326.90319,1625.4,-3.2615,0.0041,"negative"
326.8534,87.06,0.4792,0.6394,"negative"
327.09206,203.66,-2.6218,0.0169,"negative"
327.0658,336.41,-2.9555,0.0089,"negative"
327.15168,1185.28,-2.564,0.017,"negative"
327.21829,730.5,1.0884,0.2982,"negative"
327.25509,1348.65,-5.5114,0,"negative"
327.234,1185.56,-3.6014,0.0013,"negative"
327.86791,74.41,-2.0995,0.054,"negative"
328.09413,202.3,-2.4619,0.0236,"negative"
328.16317,638.76,-2.1117,0.0459,"negative"
328.25837,1347.92,-5.4258,0,"negative"
328.2375,1185.34,-3.2534,0.0032,"negative"
328.83898,1622.87,0.0568,0.9551,"negative"
328.7571,80.59,-2.958,0.0123,"negative"
328.84044,1647.77,-0.9002,0.3849,"negative"
328.79706,71.15,-4.1495,5e-04,"negative"
328.84089,1673.12,2.0293,0.0543,"negative"
328.66469,638.68,-2.2735,0.0336,"negative"
328.89431,90.78,-0.9293,0.3613,"negative"
329.0291,371.1,-0.6792,0.5053,"negative"
329.15304,626.14,-5.9247,0,"negative"
329.16623,1323.31,0.7123,0.4905,"negative"
329.17604,669.77,-0.9864,0.3346,"negative"
329.00165,520.18,10,0,"negative"
329.2496,1266.67,-5.2869,0,"negative"
329.24965,1284.08,-5.9591,0,"negative"
329.12475,507.04,-3.5426,0.0017,"negative"
329.24072,1185.03,-4.3281,2e-04,"negative"
329.86523,74.02,-1.1402,0.2748,"negative"
330.09204,436.77,-2.8017,0.0122,"negative"
330.15663,626.61,-5.3827,0,"negative"
330.17003,1322.58,1.7078,0.1115,"negative"
330.253,1266.8,-4.7389,1e-04,"negative"
330.25325,1284.02,-6.1016,0,"negative"
330.7005,1620.27,4.5558,1e-04,"negative"
330.75402,80.84,-2.7825,0.0157,"negative"
330.83647,1645.08,1.2488,0.2377,"negative"
330.83709,1673.71,2.9103,0.0095,"negative"
330.79523,71.15,-3.1668,0.0046,"negative"
330.83722,1660.48,4.1159,0.0019,"negative"
330.83659,1622.88,-5.1827,0,"negative"
330.8885,85.32,-2.4939,0.0234,"negative"
331.09182,364.1,-2.259,0.0352,"negative"
331.15073,626.23,-5.794,0,"negative"
331.07701,497.25,-1.3012,0.2046,"negative"
331.13061,480.64,0.0445,0.9651,"negative"
331.164,1320.52,1.2537,0.2309,"negative"
331.25656,1267.83,-4.6646,2e-04,"negative"
331.26531,1336.41,-6.127,0,"negative"
332.07954,497.83,-1.729,0.0969,"negative"
332.01576,186.07,-2.5595,0.0185,"negative"
332.09107,342.9,-2.8222,0.009,"negative"
332.15484,626.82,-5.4068,0,"negative"
332.26859,1336.14,-7.1407,0,"negative"
332.75137,75.61,-3.4407,0.0022,"negative"
332.83472,1622.04,-0.7103,0.4839,"negative"
332.92271,1674.02,4.2468,8e-04,"negative"
332.92286,1660.42,11.3008,0,"negative"
332.88568,84.71,-3.2953,0.0044,"negative"
332.92298,1622.86,-10.1414,0,"negative"
332.9228,1645.93,3.5307,0.0058,"negative"
333.05959,73.56,-1.3924,0.18,"negative"
333.01926,345.51,-1.1922,0.2443,"negative"
333.13592,837.24,-0.7981,0.4331,"negative"
333.14447,184.92,-3.6981,0.001,"negative"
333.11175,563.73,-0.8656,0.3983,"negative"
333.28091,1395.06,-3.6795,0.0013,"negative"
333.27143,1336.62,-6.5563,0,"negative"
334.04974,185.01,-1.8242,0.0797,"negative"
334.13942,837.24,-0.6301,0.5348,"negative"
334.06216,348.04,-1.5328,0.1437,"negative"
334.28465,1394.55,-4.5028,2e-04,"negative"
334.69402,72.26,0.0447,0.9648,"negative"
334.785,1622.86,-0.0725,0.9428,"negative"
334.7854,1670.46,-0.2395,0.8134,"negative"
334.86796,85.95,-2.7197,0.0125,"negative"
334.80987,72.07,-3.5403,0.0015,"negative"
334.86446,1652.82,-4.366,3e-04,"negative"
334.78628,1640.08,-1.4196,0.1678,"negative"
334.97431,370.4,-0.6934,0.4982,"negative"
335.0616,330.61,-0.4219,0.6771,"negative"
335.00779,465.25,-0.8562,0.4026,"negative"
335.14638,189.69,-3.1112,0.0063,"negative"
335.13238,842.27,0.1756,0.862,"negative"
335.95846,341.19,-3.5762,0.002,"negative"
336.138,570.7,-2.9487,0.009,"negative"
336.03799,426.19,-2.0768,0.0533,"negative"
336.6587,563.36,-1.7183,0.1039,"negative"
336.78903,83.98,-2.0414,0.0566,"negative"
336.87595,1647.84,-0.1586,0.8754,"negative"
336.78236,1622.44,1.3545,0.1874,"negative"
336.79907,67.42,-3.4037,0.0032,"negative"
336.87968,90.7,0.9498,0.3594,"negative"
336.97176,371.04,-0.8841,0.385,"negative"
337.21575,1195.65,0.2317,0.8186,"negative"
337.14376,1154.85,-3.2635,0.0052,"negative"
337.19243,1249.24,-1.9701,0.0642,"negative"
337.20641,988.32,0.8002,0.4415,"negative"
337.18006,1184.59,-3.3954,0.0023,"negative"
337.15161,565.21,-1.444,0.1669,"negative"
337.77803,77.56,-2.0145,0.0642,"negative"
337.95347,340.78,-1.9683,0.0654,"negative"
338.2199,1195.62,0.4842,0.6323,"negative"
338.1463,1154.67,-3.5023,0.0025,"negative"
338.19668,1249.11,-0.9605,0.3522,"negative"
338.19818,811.05,2.5141,0.026,"negative"
338.78066,1622.84,-0.6476,0.523,"negative"
338.7869,83.95,-0.6513,0.5284,"negative"
338.86888,1646.97,3.3575,0.0026,"negative"
338.86868,1673.42,3.5009,0.0042,"negative"
338.86892,1660.96,8.8698,0,"negative"
338.86815,1622.89,-9.8086,0,"negative"
339.058,371.11,-0.6461,0.5262,"negative"
339.08125,837.06,-0.9403,0.3564,"negative"
338.96322,346.07,-1.1682,0.254,"negative"
339.20815,1347.14,-0.3309,0.7442,"negative"
339.20083,980.48,1.2341,0.2378,"negative"
339.14121,1154.65,-3.2475,0.005,"negative"
339.2129,1195.4,0.1582,0.8756,"negative"
339.19687,1325.25,-0.4064,0.6885,"negative"
339.23409,1286.85,0.5456,0.5935,"negative"
339.20369,342.24,-1.5692,0.135,"negative"
339.83539,79.39,-2.1483,0.0464,"negative"
340.0962,439.73,-2.6721,0.0161,"negative"
340.20414,981,0.5891,0.5628,"negative"
340.23719,1286.54,0.7821,0.4459,"negative"
340.91687,86.49,-1.6296,0.1252,"negative"
340.73745,79.17,-0.8173,0.4273,"negative"
340.95312,99.33,0.4952,0.6263,"negative"
340.86563,1622.88,-8.3137,0,"negative"
341.00662,330.79,-0.4282,0.6742,"negative"
340.86451,1643.84,1.2406,0.2446,"negative"
340.86527,1669.78,3.6244,0.0048,"negative"
341.04262,424.62,-1.6038,0.1211,"negative"
341.0784,837.52,-0.9099,0.3722,"negative"
341.2057,1347.29,-0.3834,0.7069,"negative"
340.99868,88.83,-2.368,0.0293,"negative"
341.17619,718.4,-2.6232,0.0178,"negative"
341.20749,1225.48,-2.2705,0.0336,"negative"
341.27071,1111.52,-1.5002,0.1469,"negative"
341.22333,1370.59,3.0137,0.0145,"negative"
342.17962,717.65,-2.4498,0.0254,"negative"
342.20816,1347.23,0.1946,0.8486,"negative"
342.73441,79.67,-1.6687,0.1183,"negative"
342.87602,1625.44,-2.8307,0.0096,"negative"
342.91436,86.49,-1.0637,0.3071,"negative"
343.01709,829.06,10,0,"negative"
343.14058,562.58,0.5847,0.5707,"negative"
343.16903,1049.96,-0.5454,0.5928,"negative"
343.19204,718.4,-2.5018,0.0229,"negative"
343.24202,1371.32,-7.4742,0,"negative"
343.22892,869.3,-3.9035,9e-04,"negative"
344.10827,680.52,-1.5401,0.1419,"negative"
344.24548,1371.26,-7.1236,0,"negative"
344.23203,870.14,-3.3755,0.0034,"negative"
344.77063,78.73,-2.8702,0.0159,"negative"
344.8134,1622.84,-1.2797,0.2128,"negative"
344.81713,1649.49,0.5941,0.5585,"negative"
344.81725,1639.11,4.8088,1e-04,"negative"
344.81629,1674.99,1.3692,0.1914,"negative"
344.81678,1659.81,3.2047,0.0047,"negative"
344.8965,97.53,-1.5668,0.1321,"negative"
345.00296,371.15,-0.199,0.8451,"negative"
345.03645,461.47,-0.3219,0.7526,"negative"
345.20614,1133.34,-4.1715,3e-04,"negative"
345.16948,719.25,-1.7827,0.0917,"negative"
345.16678,582.58,-2.5678,0.0175,"negative"
345.1113,681.47,-1.5237,0.146,"negative"
345.14344,337.98,-2.2053,0.0415,"negative"
345.23962,1372.45,-7.6391,0,"negative"
345.98464,340.01,-4.7821,1e-04,"negative"
346.09767,450.5,-2.6573,0.0166,"negative"
346.76713,79.31,-2.577,0.0265,"negative"
346.81064,1622.68,-1.8617,0.0763,"negative"
346.81293,1647.5,2.2097,0.0515,"negative"
346.81105,1674.96,16.0535,0,"negative"
346.812,1664.67,14.4155,0,"negative"
346.90963,126.78,-2.5463,0.022,"negative"
346.91054,96.53,-1.7913,0.085,"negative"
347.00134,369.64,-1.3344,0.1945,"negative"
347.17266,1154.85,-2.8315,0.0127,"negative"
347.22125,1248.27,-1.5853,0.1308,"negative"
347.07955,326.08,10,0,"negative"
347.24487,1174.73,-1.073,0.2934,"negative"
347.24478,1195.47,-0.1148,0.9095,"negative"
347.9799,340.12,-3.1429,0.0042,"negative"
348.07035,204.73,-2.7556,0.0127,"negative"
348.03827,464.87,-2.3311,0.0323,"negative"
348.17478,1155,-2.5991,0.0201,"negative"
348.24845,1195.48,-0.1129,0.911,"negative"
348.22486,1248.41,-1.7283,0.1029,"negative"
348.81148,1622.6,-1.874,0.0725,"negative"
348.73459,1610.05,10,0,"negative"
348.81493,85.35,-1.6991,0.1086,"negative"
348.89702,1645.7,3.3574,0.0075,"negative"
348.79686,73.24,-2.9669,0.0088,"negative"
348.89712,1673.05,7.2802,0,"negative"
348.89682,1622.87,-10.5788,0,"negative"
348.99298,346.61,-1.655,0.1099,"negative"
348.90907,97.77,-1.4278,0.1806,"negative"
349.17227,1154.75,-2.7527,0.0144,"negative"
349.11006,837.22,-0.8761,0.3912,"negative"
349.20318,947.13,2.1095,0.0588,"negative"
349.01833,338.51,-2.7517,0.0136,"negative"
349.23674,1346.1,-0.4111,0.688,"negative"
349.2503,1195.65,0.0836,0.9341,"negative"
349.22761,1245.62,-2.1258,0.0466,"negative"
350.15119,527.76,-2.0613,0.0532,"negative"
350.15146,534.71,-0.4743,0.64,"negative"
350.1141,837.03,-1.1065,0.2818,"negative"
350.23956,1350.77,2.5992,0.0245,"negative"
350.84305,1648.97,-5.9664,0,"negative"
350.7788,73.98,-4.5639,2e-04,"negative"
350.89475,1622.63,-2.3493,0.0267,"negative"
350.94609,89.13,-2.25,0.0433,"negative"
350.94837,371.49,-0.2228,0.8266,"negative"
351.13501,626.31,-2.8034,0.0121,"negative"
351.133,340.41,-2.6502,0.0136,"negative"
351.16425,489.91,-1.8948,0.0727,"negative"
351.13914,938.09,1.4393,0.1625,"negative"
351.03542,331.05,-0.194,0.8486,"negative"
351.1096,838.23,-1.62,0.12,"negative"
351.2512,1370.99,2.667,0.0256,"negative"
352.05777,641.01,-3.0318,0.0075,"negative"
352.0864,588.43,3.0967,0.0089,"negative"
352.13895,626.22,-2.5701,0.0178,"negative"
352.13641,340.78,-2.6046,0.0176,"negative"
352.16797,489.97,-2.2178,0.0387,"negative"
352.77437,78.93,-4.3199,2e-04,"negative"
352.75797,1622.93,-0.73,0.4725,"negative"
352.87035,87.2,-2.0383,0.0529,"negative"
352.94627,370.56,-0.1605,0.8746,"negative"
353.19916,1049.01,0.7179,0.4852,"negative"
353.16641,1248.59,-1.907,0.0767,"negative"
353.20123,916.73,0.0128,0.99,"negative"
353.13278,626.79,-2.967,0.0081,"negative"
353.13661,936.37,-0.5247,0.6055,"negative"
353.27085,1371.43,-6.3827,0,"negative"
353.75286,74.27,-1.5879,0.1312,"negative"
353.92483,341.49,-3.6508,0.0012,"negative"
354.20245,1049.57,0.9457,0.3604,"negative"
354.2048,916.39,0.2623,0.798,"negative"
354.17069,1248.57,-1.1138,0.2845,"negative"
354.27313,1371.59,-3.9849,7e-04,"negative"
354.84224,1622.85,-0.4741,0.6405,"negative"
354.84677,1647.34,0.453,0.6574,"negative"
354.84467,1676.19,3.1048,0.0097,"negative"
354.84542,1664.87,3.6518,0.0038,"negative"
354.92503,102.74,-4.3004,3e-04,"negative"
354.77119,79.8,-1.995,0.0604,"negative"
355.032,370.86,-0.7787,0.4473,"negative"
355.08823,74.68,-6.2768,0,"negative"
355.18218,1347.83,-1.8283,0.0821,"negative"
355.16546,1251.41,-0.4849,0.6351,"negative"
355.26547,1308.94,-3.2718,0.0041,"negative"
355.84206,80.97,0.3099,0.7601,"negative"
355.91981,340.01,-2.4992,0.0192,"negative"
356.09972,329.09,-1.0283,0.3182,"negative"
356.1597,340.96,-3.9512,0.001,"negative"
356.18547,1347.57,-1.1344,0.2782,"negative"
356.12689,450.44,-2.7192,0.0146,"negative"
356.16303,498.81,-2.6298,0.0176,"negative"
356.83967,1622.57,-5.1638,0,"negative"
356.81504,1652.51,0.1321,0.896,"negative"
356.84184,1636.94,6.3581,0,"negative"
356.94046,103.85,-1.4031,0.1748,"negative"
356.84704,86.95,-1.8292,0.0789,"negative"
356.95645,369.32,-1.7663,0.0917,"negative"
356.84101,1672.44,3.2208,0.0038,"negative"
356.93771,349.24,0.9148,0.377,"negative"
357.10308,330.79,-1.0096,0.3268,"negative"
357.13022,451.39,-2.7086,0.0149,"negative"
357.11119,497.94,-1.802,0.0893,"negative"
357.19034,1267,2.6937,0.0246,"negative"
357.1796,1347.82,-1.3256,0.1999,"negative"
357.28105,1364.24,-2.9967,0.0064,"negative"
357.83926,81.12,1.377,0.1953,"negative"
358.00679,338.74,-1.0712,0.2991,"negative"
358.18217,1347.55,0.3794,0.7108,"negative"
358.70712,1620.82,1.4698,0.154,"negative"
358.70908,74.18,0.0716,0.9435,"negative"
358.84442,88.15,-1.9505,0.0625,"negative"
359.11978,90.16,-2.7459,0.0134,"negative"
359.12558,384.37,-4.5022,2e-04,"negative"
359.18707,813.16,-2.8741,0.0105,"negative"
359.94126,74.27,-2.161,0.0474,"negative"
360.02661,104.43,-4.0089,7e-04,"negative"
360.10297,702.75,-1.9927,0.0626,"negative"
360.72139,73.3,1.0158,0.3238,"negative"
360.79704,1640.98,1.166,0.2645,"negative"
360.7962,1677.83,0.6874,0.4992,"negative"
360.79562,1665.48,2.6017,0.0272,"negative"
360.79085,1623,-1.8469,0.0778,"negative"
360.97441,89.93,-2.6246,0.0154,"negative"
360.87154,1648.41,-5.0896,0,"negative"
360.97677,372.85,-1.0135,0.325,"negative"
361.16389,626.44,-1.9174,0.078,"negative"
361.16779,934.87,0.2554,0.8009,"negative"
361.19269,1226.84,-2.2881,0.0312,"negative"
361.18642,342.03,-2.2039,0.0396,"negative"
361.1062,702.76,-1.9753,0.0647,"negative"
361.17994,1132.14,-3.684,0.0011,"negative"
361.26117,1252.63,0.6876,0.5003,"negative"
361.93878,74.66,-2.3178,0.0357,"negative"
361.95706,340.87,-4.2259,3e-04,"negative"
362.1673,626.79,-2.1247,0.0522,"negative"
362.1021,703.5,-1.9624,0.0663,"negative"
362.19545,1224,-1.0685,0.301,"negative"
362.17098,938.78,1.0335,0.3185,"negative"
362.70349,74.69,-0.1123,0.9116,"negative"
362.88522,1645.2,1.11,0.2793,"negative"
362.88401,1677.99,1.5786,0.1469,"negative"
362.89608,88.52,-2.5617,0.0183,"negative"
363.19512,1249.32,-1.8504,0.0806,"negative"
363.21047,1185.37,-3.3174,0.0027,"negative"
363.17038,626.23,-2.3872,0.027,"negative"
363.1785,1118.61,-4.54,1e-04,"negative"
363.95237,340.32,-2.3173,0.0288,"negative"
364.0744,1307.31,0.9339,0.3682,"negative"
364.04451,203.9,-2.661,0.0158,"negative"
364.19874,1249.68,-1.9344,0.0671,"negative"
364.75727,83.86,1.4434,0.1737,"negative"
364.87693,1645.93,3.0434,0.0123,"negative"
364.7756,72.78,-3.5516,0.0016,"negative"
364.87558,1674.18,2.6515,0.0209,"negative"
364.87508,1658.02,4.1303,7e-04,"negative"
364.87219,1622.75,-6.3097,0,"negative"
364.8813,90.29,-0.206,0.8391,"negative"
365.06868,1304.5,0.1404,0.8902,"negative"
365.21095,1347.02,-0.142,0.8892,"negative"
365.24788,1306.32,1.3401,0.192,"negative"
365.24788,1285.6,1.3913,0.1838,"negative"
365.24661,1253.05,2.6498,0.026,"negative"
365.27089,808.7,-8.4382,0,"negative"
365.24558,1618.7,-1.4562,0.1574,"negative"
365.23848,1090.22,5.0019,6e-04,"negative"
365.2701,787.78,2.1372,0.0575,"negative"
365.24753,1330.33,-1.0197,0.3183,"negative"
366.07391,820.98,-2.7133,0.0148,"negative"
366.06432,1307.67,1.1056,0.283,"negative"
365.94948,342.32,-1.9694,0.0649,"negative"
365.97755,643.25,2.947,0.0153,"negative"
366.25087,1306.9,1.6136,0.1209,"negative"
366.25104,1330.76,0.5745,0.5724,"negative"
366.25098,1285.96,1.4528,0.1616,"negative"
366.22217,1350.01,-2.2418,0.0401,"negative"
366.81759,1651.29,-3.5177,0.0026,"negative"
366.81634,55.01,-12.2874,0,"negative"
366.81373,5.22,-7.1168,0,"negative"
366.8166,643.91,-7.4525,0,"negative"
366.81567,596.46,-7.3774,0,"negative"
366.81584,610.44,-11.7607,0,"negative"
366.75284,74.89,-2.4227,0.0227,"negative"
366.87619,90.28,0.1929,0.8502,"negative"
367.07696,820.84,-2.5885,0.0191,"negative"
366.98554,370.46,-1.847,0.0774,"negative"
367.15899,640.87,2.9857,0.0134,"negative"
367.10906,626.44,-2.7995,0.0129,"negative"
367.10718,339.65,-3.1123,0.0052,"negative"
367.11254,934.29,0.1992,0.8449,"negative"
367.12512,185.57,-2.7241,0.0131,"negative"
367.15899,690.12,3.8762,0.0031,"negative"
367.24492,1306.19,2.1339,0.0426,"negative"
367.24542,1285.43,2.3095,0.0367,"negative"
367.24468,1331.74,1.4274,0.1662,"negative"
367.24453,1619.42,2.5674,0.0176,"negative"
367.24491,1350.17,2.8128,0.0147,"negative"
367.24466,1254.51,3.8376,0.0033,"negative"
368.05987,73.98,-1.9795,0.0592,"negative"
368.03521,341.1,-1.8016,0.0892,"negative"
368.07284,820.57,10,0,"negative"
368.05015,326.74,-2.7808,0.0128,"negative"
368.05045,305.98,10,0,"negative"
368.16226,641.3,3.5587,0.0056,"negative"
368.12701,368.03,-2.1602,0.0453,"negative"
368.11239,629.12,-1.686,0.1119,"negative"
368.24801,1306.45,1.6126,0.1189,"negative"
368.24783,1333.19,0.9955,0.3327,"negative"
368.82886,1646.21,0.8931,0.3937,"negative"
368.82725,58.5,0.5555,0.584,"negative"
368.82635,5.93,-0.6738,0.5083,"negative"
368.74873,78.23,-2.4387,0.0224,"negative"
369.03082,347.2,-1.6965,0.108,"negative"
369.15857,642.5,3.8126,0.0034,"negative"
369.17448,673.6,3.5628,0.0041,"negative"
369.17456,592.96,2.1398,0.0515,"negative"
369.10661,626.85,-2.8047,0.0118,"negative"
369.17401,656.64,3.5197,0.0047,"negative"
369.13013,367.17,-2.2148,0.0407,"negative"
369.17484,704.77,1.8554,0.0828,"negative"
369.19238,1062.93,1.8056,0.1044,"negative"
369.24648,1306.07,2.1503,0.0456,"negative"
369.24237,1338.27,0.0856,0.9326,"negative"
369.33605,1355.69,2.3899,0.0327,"negative"
369.58368,325.72,10,0,"negative"
369.85264,77.13,-2.2989,0.0391,"negative"
369.97299,343.53,-2.0358,0.0577,"negative"
370.17774,673.87,3.4721,0.006,"negative"
370.17781,594.25,2.1249,0.0514,"negative"
370.16063,643.75,3.4927,0.0054,"negative"
370.13235,368.9,10,0,"negative"
370.17763,656.82,3.3982,0.0062,"negative"
370.82678,1646.15,-0.6373,0.531,"negative"
370.82107,1622.94,-0.3679,0.7169,"negative"
370.82591,1676.3,0.0361,0.9715,"negative"
370.74498,81.18,-3.3145,0.0027,"negative"
370.82603,1663.12,1.6664,0.1182,"negative"
370.78314,71.91,-2.3417,0.0276,"negative"
370.91705,570.28,-2.3609,0.0304,"negative"
370.91132,346.74,5e-04,0.9996,"negative"
371.00602,370.81,-0.6629,0.5155,"negative"
370.89997,1649.17,-7.5924,0,"negative"
371.22144,1225.79,-2.7582,0.0107,"negative"
371.13427,593.95,-0.9347,0.3587,"negative"
371.17524,673.98,3.6805,0.0038,"negative"
371.14904,1320.16,3.5746,0.0056,"negative"
371.17526,658.83,3.4483,0.0058,"negative"
371.84952,77.77,-3.9375,0.0013,"negative"
372.114,571.52,-1.9694,0.0654,"negative"
372.03199,340.43,-1.0394,0.3132,"negative"
372.11369,614.28,10,0,"negative"
372.22458,1225.35,-3.1848,0.0038,"negative"
372.27725,1306.16,-0.6342,0.5315,"negative"
372.75069,1621.87,1.5181,0.1627,"negative"
372.82116,1644.31,7.6982,0,"negative"
372.82061,1668.77,14.311,0,"negative"
372.78102,74.89,-3.1281,0.0046,"negative"
372.9242,90.46,0.1988,0.8467,"negative"
